hash,trainerName,lang,text
1e8fbc9fecd095bc,"Vincent",de,"Anzug"
76e2071e9e9a1523,"Vincent",de,"Apfel"
7e677c8afcd7e8a9,"Vincent",de,"Arbeit"
733600b27a22fe44,"Vincent",de,"Arbeit, Beruf"
8fa2e9d7d7c8246a,"Vincent",de,"Arbeit, Job"
d0ab74707041d3c3,"Vincent",de,"arbeiten"
0be7ae265c360b00,"Vincent",de,"Architekt"
c5bf930a683821a9,"Vincent",de,"Architektur"
fb21d037c8fd380f,"Vincent",de,"Argentinien"
a10e4a4dc88dce28,"Vincent",de,"Ärger"
c7a24861c129c37d,"Vincent",de,"Armenien"
ca0b9ef40641ac60,"Vincent",de,"Arzt/Ärztin"
4bd100848c8309bb,"Vincent",de,"Aserbaidschan"
62c3158c188857d1,"Vincent",de,"Asien"
cd3d8bd858800f3c,"Vincent",de,"Aua! Ich habe mir die Hand verletzt."
3195564d5c3bac73,"Vincent",de,"auch"
8733e7d6c66de320,"Vincent",de,"auffällig"
291b27703c1c755d,"Vincent",de,"auffällig, extravagant"
ffa8310b245f4168,"Vincent",de,"aufkleben, anbringen"
176d102b2ae21286,"Vincent",de,"aufpassen, vorsichtig sein"
9ac361d92aea43c2,"Vincent",de,"aufräumen"
7ed0caf4337f3176,"Vincent",de,"aufwachsen"
d2b7e50c48305dd4,"Vincent",de,"aufziehen"
568a685bd03a89a7,"Vincent",de,"Augen"
9b13605a093baa5b,"Vincent",de,"Augen und Ohren und Mund und Nase"
2342caaafc705009,"Vincent",de,"Aus welchem Land kommen Sie?"
0b5c62b9c2e373c5,"Vincent",de,"Ausgang"
2f717f791f75756d,"Vincent",de,"aushalten"
d8b6be8ec4f9763a,"Vincent",de,"aushalten, zurückhalten"
f174d4d4014a0bd3,"Vincent",de,"Aussehen"
23a65dde07b5568b,"Vincent",de,"aussehen, erscheinen"
d76d34217b6cd0aa,"Vincent",de,"Aussprachetraining"
28641f5456d6f4d6,"Vincent",de,"Aussprachetraining 2"
ec5b06f8af314290,"Vincent",de,"aussteigen"
e177f793cfab5da1,"Vincent",de,"Australien"
ab74d2a9f49b5831,"Vincent",de,"auswählen"
dcc1bb1bb9ada6bc,"Vincent",de,"ausziehen"
28737ab74ba5fe69,"Vincent",de,"Auto"
9e3fc9361d75561b,"Vincent",de,"B."
6f1e1861f95f9aad,"Vincent",de,"Baby"
91705de395e54e78,"Vincent",de,"Bach"
10595f2758280ac3,"Vincent",de,"Bäcker"
a2fd099da5b20448,"Vincent",de,"Bad"
bbe782bda959cc50,"Vincent",de,"Badezimmer"
c90de5879653be7b,"Vincent",de,"Bahnhof"
72f0651088eb95b9,"Vincent",de,"Bahnsteig"
3dfa9679baa9972a,"Vincent",de,"Bahnsteigsperre"
a9ef92c5f617489a,"Vincent",de,"Ball"
f122e4cc6f1bbe2a,"Vincent",de,"Bär"
34acce125d9f2f08,"Vincent",de,"Bar oder Karte?"
ff7c4603b4eddd37,"Vincent",de,"Bargeld"
1c6619dfa54e98c4,"Vincent",de,"Bart, Schnurrbart"
eeb1a71e3221834b,"Vincent",de,"Bauch"
0e77055a8086e0f1,"Vincent",de,"Baum"
a976883dfcb8ffd1,"Vincent",de,"beängstigend, ängstlich"
a0945e0149bdf7fa,"Vincent",de,"Beförderung"
2125c04aba07517f,"Vincent",de,"beginnen"
74c41583707f592c,"Vincent",de,"Beim nächsten Mal klappt es bestimmt."
ed1e59d8622261c3,"Vincent",de,"Beim Umsteigen benutzt man umsteigen in + Akkusativ für das neue Verkehrsmittel oder einfach den Ortsnamen: in Shinjuku umsteigen."
b3a7d91b43f9b421,"Vincent",de,"Bein"
42240f5b1ddd5b92,"Vincent",de,"Beine, Füße"
b313c387c1ac17eb,"Vincent",de,"belebt"
e34f172e884a6aa4,"Vincent",de,"bellen"
8e0ba109a611c1e0,"Vincent",de,"benutzen"
b048840657f4883e,"Vincent",de,"Bereichsleiter/in"
0b17ecc7728ec276,"Vincent",de,"Berg"
0c4b09c82edcfe96,"Vincent",de,"Beruf"
49dbd3cf292356c7,"Vincent",de,"berühren"
415afcb832ce6eea,"Vincent",de,"beschäftigt"
3a3a31f9829bed1a,"Vincent",de,"besitzen, halten"
f312db2545a7c6ea,"Vincent",de,"besorgt"
968f789b603185e3,"Vincent",de,"besprechen"
afa63dd3cb2928a9,"Vincent",de,"Besprechung"
ed478ee6747b7d22,"Vincent",de,"besteigen, hinaufsteigen"
89b51e637cb710b2,"Vincent",de,"bestellen"
9ff3c62e57c6d549,"Vincent",de,"betrachten, hinausblicken"
ad8badae81d1ac7d,"Vincent",de,"Bett"
2e2ad3821eb14098,"Vincent",de,"beugen"
733e25ced60449ac,"Vincent",de,"Bevor es losgeht, ein kurzes Wort von deiner Lehrkraft."
5e4984c117ad429e,"Vincent",de,"bewegen (etwas)"
131ea7161a5ecad1,"Vincent",de,"bewölkt"
a8cc7b15a5cffa5a,"Vincent",de,"bezahlen"
78420a39680f0c07,"Vincent",de,"Bibliothek"
3280e02a82426798,"Vincent",de,"Biegen Sie vor dem Bahnhof rechts ab."
b08a4282daad7bee,"Vincent",de,"Biegen Sie vor der Kreuzung ab."
adee87a436b9fddb,"Vincent",de,"Bild"
2784ebdce16bc60c,"Vincent",de,"Bist du am Freitag beschäftigt?"
6de99d71e6c63c46,"Vincent",de,"Bist du bereit? Fangen wir an!"
11e3136a95ac07f1,"Vincent",de,"Bist du schon einmal hochgestiegen?"
cb961dbd1ccde887,"Vincent",de,"Bitte beschreiben Sie mir das Aussehen der Person."
348daabd3b9dc147,"Vincent",de,"Bitte sehr."
0957548cc6de7c09,"Vincent",de,"Bitte sehr. Sie haben mir sehr geholfen!"
bec6f6105ba8f87e,"Vincent",de,"Bitte überanstreng dich nicht."
a7e4275608a56593,"Vincent",de,"Bitte, kommen Sie herein."
b851bd949675725e,"Vincent",de,"Bitte. Ich mache mir Sorgen."
b9b324e14d9a687b,"Vincent",de,"blau"
b7334a3474f6756a,"Vincent",de,"bleiben"
f24d19b172a1e150,"Vincent",de,"Bleibt sicher!"
1673733c7c147012,"Vincent",de,"Bleistift"
f207715bc199793c,"Vincent",de,"Blume"
56185efb7e3382ff,"Vincent",de,"Blut"
3eeaa3a75b9c04f6,"Vincent",de,"Bock"
0fa72b992e3f7e48,"Vincent",de,"Boden"
8565c300837a06aa,"Vincent",de,"Bonbon"
59ea0d0e819b2400,"Vincent",de,"Boot"
d37237575e0b492f,"Vincent",de,"Brasilien"
0ea0c449680bb791,"Vincent",de,"brauchen"
8a0c8981f45029a0,"Vincent",de,"brauchen, benötigen"
f68621b60d79c2bb,"Vincent",de,"Brille"
4b9dbf940c9b9646,"Vincent",de,"Bring dein Buch mit!"
5ca44f5b9ecb8a7e,"Vincent",de,"Bring dein Heft mit!"
69502da4accee4a6,"Vincent",de,"Bring dein Lehrbuch mit. Ich bringe mein Heft mit."
d1216a5af3d04898,"Vincent",de,"Brot"
aea63e7a48a7671a,"Vincent",de,"Bruder"
91f3e9b1413ab4e9,"Vincent",de,"Bruder Jakob"
72048ab0621e74fd,"Vincent",de,"Bruder Jakob, Bruder Jakob,"
87f526e015c2d220,"Vincent",de,"Brust"
9629234cee3601f5,"Vincent",de,"Buch"
2a59cd9c7e881577,"Vincent",de,"Bücher"
5f44425a840d6ff1,"Vincent",de,"Bücherregal"
e7095f0c71a32283,"Vincent",de,"Bulgarien"
e71474ff80c8d3ec,"Vincent",de,"Bund"
dfa0015d7571a862,"Vincent",de,"bunt"
3ce1c78e12ed5a18,"Vincent",de,"Büro"
d9901fe933d3d525,"Vincent",de,"Bus"
a905234a4603817c,"Vincent",de,"Busch"
7cc19ab055acec62,"Vincent",de,"Butter"
70b2688a35e233e7,"Vincent",de,"campen"
63119e75c67c5ab9,"Vincent",de,"Chalet"
63e1ee56488a719f,"Vincent",de,"Champagner"
ba3f75ba5b56419a,"Vincent",de,"Champignon"
9911d342f01075d9,"Vincent",de,"Champion"
6a2a2fb843f7cdf2,"Vincent",de,"Chance"
eb295ac6dd8f07c1,"Vincent",de,"Chaos"
7f10e01ed3bac608,"Vincent",de,"Charakter"
88f1a03b82e250b4,"Vincent",de,"Charge"
52fd6e748972ef15,"Vincent",de,"Charisma"
170585e46d90b785,"Vincent",de,"Charme"
e64388d48ed0bf26,"Vincent",de,"Charteranbieter"
36d4f2e191ea635c,"Vincent",de,"Charterangebot"
43c32c8a53f15698,"Vincent",de,"Charterboot"
c7a0966cb5be0ccd,"Vincent",de,"Charterbus"
1fc40a438457a8a0,"Vincent",de,"Charterflotte"
fedb21cda4869bf4,"Vincent",de,"Charterflug"
68e9b5fc73594a1d,"Vincent",de,"Chartergesellschaft"
f720baa5e1741507,"Vincent",de,"Charterjacht"
7c79bebf91b9a4a8,"Vincent",de,"Charterkosten"
b67cca94e33a9f47,"Vincent",de,"Chartermaschine"
dcccb09f15327a24,"Vincent",de,"Charterpreis"
543bddf18fe71f09,"Vincent",de,"Charterreise"
50d505aa08c6e8c1,"Vincent",de,"Chartertarif"
d61efd29e7d2eee5,"Vincent",de,"Charterurlaub"
c65c4d7865da96e0,"Vincent",de,"Chartervertrag"
2452a2d9b93ce907,"Vincent",de,"Chartreuse"
a3c0ec3913948741,"Vincent",de,"Chassis"
5c7b6ca725c12e61,"Vincent",de,"Chauffeur"
630a54ac04385aa0,"Vincent",de,"Chauvinist"
408112fb5905b7f8,"Vincent",de,"Chef"
e2b56793e8a40b1c,"Vincent",de,"Chemie"
a9f120c6b7ecb289,"Vincent",de,"chic"
484b1ea8ef0276c6,"Vincent",de,"Chicorée"
fc647aee85209ed8,"Vincent",de,"Chiffon"
a783c530bc1d41cd,"Vincent",de,"China"
4b9e4dbc9819e78b,"Vincent",de,"Chinchilla"
be0c44795fba1bed,"Vincent",de,"Chinesisch (Sprache)"
92c7f94a2d4c5e2b,"Vincent",de,"Chirurg"
218ca17ae4dc1971,"Vincent",de,"Chirurgie"
3cf6d61bc1cfcc97,"Vincent",de,"Chlor"
9c3cb1ff20281af8,"Vincent",de,"Chlorophyll"
436f7f0d0d02b6e0,"Vincent",de,"Cholera"
460e7e41d018abf8,"Vincent",de,"Choleriker"
67aa6209520d0903,"Vincent",de,"cholerisch"
e181f9e1d427148b,"Vincent",de,"Cholesterin"
7ab2bafe67bbc6cb,"Vincent",de,"Chor"
acbcb2962fac7dd4,"Vincent",de,"Choral"
e69f7ce8edf19593,"Vincent",de,"Choreografie"
28f71e059f69c1ff,"Vincent",de,"Christ"
87cda9c5da82ed9a,"Vincent",de,"Christbaum"
be1e8ce6f8b4c61b,"Vincent",de,"Christkind"
b2b8e54110089eb0,"Vincent",de,"Christus"
1f96087ec4231688,"Vincent",de,"Chrom"
f3f7a1f437426ddc,"Vincent",de,"Chronik"
fe73c484f3550726,"Vincent",de,"Chronist"
34d1ea30ea9b18a0,"Vincent",de,"Chronologie"
cf4136d4efa85a35,"Vincent",de,"Chronometer"
a29fde83d804ea16,"Vincent",de,"Computer"
4d12810b3c99d964,"Vincent",de,"Da die Prüfung bevorsteht, lass uns zusammen unser Bestes geben."
f42a291eb394b3a4,"Vincent",de,"Dach"
dfa08232fd3aa018,"Vincent",de,"daneben"
6a64a987e8e4f6f9,"Vincent",de,"danke"
03d95bcf74338be7,"Vincent",de,"Danke!"
e0fc61df7a425e28,"Vincent",de,"Danke! Aber es gibt noch Teile, die ich nicht verstehe."
7b646ec3386d75d6,"Vincent",de,"Danke."
7f27606175c146ae,"Vincent",de,"Danke. Bitte beeilen Sie sich."
c418097a40b494f9,"Vincent",de,"Danke. Das werde ich."
b888a4f2543a3337,"Vincent",de,"Danke. Hier ist das Wohnzimmer."
07cfe5d8603647e3,"Vincent",de,"Danke. Ich bin gleich da."
d492a34e61d21eb8,"Vincent",de,"Danke. Ich fühle mich schon etwas entspannter."
9c8a00127a5ec2b6,"Vincent",de,"Danke. Ich lerne noch."
5082ab65d82e5977,"Vincent",de,"Danke. Ich werde mein Bestes geben."
bffc451ac9485200,"Vincent",de,"Danke. Ich werde vorsichtig sein."
578f025af17b0bbf,"Vincent",de,"Danke. Wir werden nach ihr suchen."
5ee46531bc4a11a9,"Vincent",de,"Dann bitte drei."
b9fd2838d264ac77,"Vincent",de,"Dann können wir es zur Vorbereitung nutzen."
c8a3af4dbc7df84d,"Vincent",de,"Dann lass uns im nächsten Urlaub hingehen."
ec2d4ef11982e4da,"Vincent",de,"Dann reserviere ich die Tickets."
24a65e745162af6e,"Vincent",de,"Dann wasch es bitte mit Wasser ab."
d3cd17e25812e96c,"Vincent",de,"Darf ich dein Zimmer sehen?"
4b0dab39c8595164,"Vincent",de,"Darf ich dich mal besuchen kommen?"
1c5b96ac45dfcff4,"Vincent",de,"Darf ich es anprobieren?"
4ef53277c8e7367e,"Vincent",de,"Das Café ist hinter dem Bahnhof."
e6de72cf0eebcb99,"Vincent",de,"Das Café ist zwischen der Bank und der Post."
397ec5640ee155d8,"Vincent",de,"Das deutsche Präsens wird meist regelmäßig gebildet: Verbstamm + Endung (-e, -st, -t, -en, -t, -en)."
f5e9fee920f3268a,"Vincent",de,"Das Flugzeug ist schneller."
4dc591e94c4922a2,"Vincent",de,"Das gehört wahrscheinlich meinem Bruder."
d6d0957775190e42,"Vincent",de,"Das Geschäft hat zehn Sonderangebote."
ae9287295ad1db18,"Vincent",de,"Das hilft sehr. Vielen Dank."
b06f3136d07cddd1,"Vincent",de,"Das Hotel ist weiter voraus."
e5367e0550be03b7,"Vincent",de,"Das ist beeindruckend. Und deine Mutter?"
1c1d9cfbf5d856d7,"Vincent",de,"Das ist die beste Idee."
e5f0aadf5df6bd92,"Vincent",de,"Das ist die schönste Aussicht."
475b137a38942b95,"Vincent",de,"Das ist ein Foto meiner Familie."
1cbae7c09bcc32ef,"Vincent",de,"Das ist ein freundlicher Mensch."
11635f7c7be6c730,"Vincent",de,"Das ist ein großer Mann."
6634fb9a8d15dca0,"Vincent",de,"Das ist ein kleines Kind."
5a36e042507cf7e0,"Vincent",de,"Das ist eine energisch wirkende Person."
2a46de63b69c6961,"Vincent",de,"Das ist eine praktische Lage."
7cff516e833b7572,"Vincent",de,"Das ist eine schlanke Frau."
0bcc509d6a2dbe78,"Vincent",de,"Das ist etwas teuer."
c98239393345c778,"Vincent",de,"Das ist ihr Tisch."
bf7d3bb3ad28bb3d,"Vincent",de,"Das ist lang. Nutzt du nicht den Shinkansen?"
1096a684959b6863,"Vincent",de,"Das ist mein drittes Mal."
49a3007ae390937d,"Vincent",de,"Das ist mein Vater."
9d647e4402a23ec1,"Vincent",de,"Das ist mein Zimmer."
2f62b270d3b6b1f9,"Vincent",de,"Das ist meine Mutter."
c63b1d729aac6476,"Vincent",de,"Das ist meiner."
40c8a5bb0c40415f,"Vincent",de,"Das ist nicht gut für Ihre Gesundheit. Passen Sie auf sich auf."
1737d8e9eef63d9d,"Vincent",de,"Das ist nicht gut. Ruh dich ein bisschen aus."
8ae80f9fbaccc57d,"Vincent",de,"Das ist nicht schwierig."
b6008a0d510fcfe4,"Vincent",de,"Das ist okay. Setz dich erstmal hierhin."
5d2b47e3c628f985,"Vincent",de,"Das ist schwierig. Haben Sie mit dem Bereichsleiter gesprochen?"
a7d63848051ccc5e,"Vincent",de,"Das ist sein Bett."
724ea84a9f7b14c2,"Vincent",de,"Das ist unser Haus."
b3f236c157b37f66,"Vincent",de,"Das ist weit. Fahren Sie oft zurück?"
df1500c8b249bebe,"Vincent",de,"Das Kind ist klein."
c98f9f996ee72a48,"Vincent",de,"Das Kleid dort ist schön."
94d889becab8dd02,"Vincent",de,"Das klingt anstrengend. Sind Ihre Kollegen nett?"
1b851f44b1b519fb,"Vincent",de,"Das klingt cool! Haben Sie viel Erfahrung?"
a4ddf175f8969477,"Vincent",de,"Das klingt gut. Danke."
f37c4575fd408cd3,"Vincent",de,"Das könnte etwas ernst sein."
301ed4e6edf037f9,"Vincent",de,"Das kostet zehn Euro."
7ade43e05ae87972,"Vincent",de,"das Leben ist ein Traum"
b919ce43af366292,"Vincent",de,"Das macht mich glücklich. Danke."
e032e78bec844307,"Vincent",de,"Das Meer hat die schönere Aussicht."
c68f6115320f4a6f,"Vincent",de,"Das Meer ist tiefer als der Fluss."
be4bc220a9cb1be4,"Vincent",de,"Das möchte ich gerne glauben."
5e7f1cdd31ea6e52,"Vincent",de,"Das nehme ich auch."
ac665381892ba2dd,"Vincent",de,"Das Projekt ist wichtig."
89c84125e6aa6a2e,"Vincent",de,"Das Pronomen kann im Deutschen nie weggelassen werden — jeder Satz braucht ein Subjekt — und das Verb ändert seine Endung je nach Pronomen (ich habe, du hast, er/sie/es hat)."
15dcc48678760306,"Vincent",de,"Das war ein schönes Einkaufen."
92969bf134bf3089,"Vincent",de,"Das Wetter ist heute schön, nicht wahr?"
b2d8d2cde7fc8401,"Vincent",de,"Das Wetter zweier Städte vergleichen"
158bd66fe7f69013,"Vincent",de,"dehnen"
1d7fedd0360339d9,"Vincent",de,"Deine Beine sind länger, Ken."
70a70f1258fd224a,"Vincent",de,"Dem Taxifahrer den Weg erklären"
35bdee3ddb1dfa7b,"Vincent",de,"Demonstrativpronomen: dieser / das ... da"
8a3c423cf1977cb4,"Vincent",de,"den Preis senken (feilschen)"
8a8228711b7545e9,"Vincent",de,"denken"
5ab25d96c68954c1,"Vincent",de,"Denken Sie, ich schaffe den letzten Zug?"
93250c52957dc396,"Vincent",de,"Der Akkusativ markiert das direkte Objekt (wen/was betrifft die Handlung): Ich sehe den Chef."
c47ffe1506e87307,"Vincent",de,"Der alte Mann"
7ab5ecea91c92dbc,"Vincent",de,"Der alte Mann kam nach Hause gerollt"
96148adfa5930a79,"Vincent",de,"Der alte Mann, er spielte eins"
b178a2935d2f91eb,"Vincent",de,"Der Berg ist höher als das Meer."
727bc9a2461fe93b,"Vincent",de,"Der Berg ist ruhiger als das Meer."
450a89c871cf474f,"Vincent",de,"Der Biwa-See ist der größte See Japans."
a5a8592d924afed7,"Vincent",de,"Der Chef ist streng."
e2167877267b7b04,"Vincent",de,"Der Chef schreibt einen Bericht."
f463c4ab4bfb66dd,"Vincent",de,"Der deutsche Imperativ hat drei Formen, je nachdem, wen man anspricht."
03090be223875ceb,"Vincent",de,"Der Fahrpreis beträgt fünfzehnhundert Yen."
6f5aa15a23350887,"Vincent",de,"Der Fluss ist länger als der See."
73acbeb8d89e4f89,"Vincent",de,"Der Frühling ist die schönste Jahreszeit."
a0f1d2e92f594a59,"Vincent",de,"Der Fuji ist der höchste Berg in Japan."
0160f471b2afd06e,"Vincent",de,"Der Fuji ist der höchste."
78f95ddb9229c28d,"Vincent",de,"Der Herbst ist nicht so heiß wie der Sommer."
76e7e74128d77c2f,"Vincent",de,"Der Hund ist süß."
1cb8cbff30cad31e,"Vincent",de,"Der kälteste Tag war im Januar."
5ba4a4b3698dc1f6,"Vincent",de,"Der Kollege ist nett."
8db574f94b547ca3,"Vincent",de,"Der Komparativ vergleicht zwei Dinge: Adjektiv + -er + als (Der Berg ist ruhiger als das Meer)."
35bb93200bdff155,"Vincent",de,"Der könnte zu leger sein."
12871a041a93dbea,"Vincent",de,"Der Laden ist neben der Kreuzung."
44619b365eaa4dc8,"Vincent",de,"Der Lehrer hört mit dem Unterricht auf."
56a4377fc3c1098b,"Vincent",de,"Der Markt hat zwölf Verkäufer."
2935ea4999208593,"Vincent",de,"Der Nominativ markiert das Subjekt eines Satzes (wer/was handelt): der Chef, die Kollegin, das Projekt."
5ffc4d337bcf6675,"Vincent",de,"Der Orientierungspunkt ist vor dem Gebäude."
e85dfa49c8a14b80,"Vincent",de,"Der Parkplatz ist hinter dem Gebäude."
1f487834bf298be6,"Vincent",de,"Der Preis ist hundert Euro."
88baca5c5c625108,"Vincent",de,"Der Regen kam und spülte die Spinne herunter"
7ce520a7694a0743,"Vincent",de,"Der Regenschirm da gehört mir."
55e66faaa709a039,"Vincent",de,"Der Rock da ist locker."
ee5dbe829135e9cc,"Vincent",de,"Der Schüler steht auf und antwortet."
fd5239b229ed636e,"Vincent",de,"Der See dort ist der größte in dieser Gegend."
64317d90cfc5e80d,"Vincent",de,"Der Sommer ist die heißeste Jahreszeit."
e76a20d48e37dd10,"Vincent",de,"Der Sommer ist heißer als der Winter."
1a989018279681dc,"Vincent",de,"Der Strand ist weitläufiger als die Insel."
8bc5acf641b9818f,"Vincent",de,"Der Superlativ hebt eines unter mehreren hervor: am + Adjektiv + -sten (Der Fuji ist am höchsten) oder der/die/das + Adjektiv + -ste + Nomen (der höchste Berg)."
49180556051478d6,"Vincent",de,"Der Unterricht fängt um acht Uhr an."
41e1fd9fc4efbd70,"Vincent",de,"Der Wald ist größer als der Park."
93df322eb74d1986,"Vincent",de,"Der Weg hierher war einfacher als durch das Tal."
7c2a8f3e024a3a53,"Vincent",de,"Der Weg ist neben der Straße."
e6d91eb7d6933f89,"Vincent",de,"Der Winter ist die kälteste Jahreszeit."
b61861f8967d24a3,"Vincent",de,"Der Wortakzent liegt immer auf dem Präfix."
d78f199df6b3788e,"Vincent",de,"Der Zug fährt in die Stadt."
bb8a58cc9905eeaa,"Vincent",de,"Der Zug ist am Bahnhof."
6978e1dfda777d9b,"Vincent",de,"Der Zug ist schneller als der Bus."
5755c2ad1a81f1ec,"Vincent",de,"Der Zug kommt um acht Uhr an."
103c338ef65c881f,"Vincent",de,"deutsch"
3817d52c4544ead6,"Vincent",de,"Deutsch (Sprache)"
308390aa62218eff,"Vincent",de,"Deutsche Ja/Nein-Fragen werden durch Umstellung gebildet — das Verb steht an erster Stelle: Sind Sie Japaner/in?"
956e8cf06f264e69,"Vincent",de,"Deutsche Pluralformen folgen keiner einzigen Regel wie das englische -s."
f595bc7c0ef7f876,"Vincent",de,"Deutschland"
b93a6af0773a8b39,"Vincent",de,"Dialog"
4d0bc2f3276a8ece,"Vincent",de,"Dialog A: Auf dem Markt"
1f558815d09c518b,"Vincent",de,"Dialog A: Beim Arzt"
88d36ee31dd6f306,"Vincent",de,"Dialog A: Beschreibung für die Polizei"
394b9734af105252,"Vincent",de,"Dialog A: Die Familie vorstellen"
aec32b5bc6ac40fd,"Vincent",de,"Dialog A: Ein verirrter Tourist"
e9e2c461f1749798,"Vincent",de,"Dialog A: Einen Freund trösten"
19b562930c3f4b36,"Vincent",de,"Dialog A: Einen Zeitplan erstellen"
5e54e788d67a5a74,"Vincent",de,"Dialog A: Hausführung"
2b5ac12013d08d65,"Vincent",de,"Dialog A: Im Restaurant"
fd258aba0ec25430,"Vincent",de,"Dialog A: Kleidung kaufen"
95ee5b91263e87ea,"Vincent",de,"Dialog A: Nach dem Hotel fragen"
2e12348b00b1ee77,"Vincent",de,"Dialog A: Zoobesuch"
40ca5fdc167fed61,"Vincent",de,"Dialog B: Ein Outfit wählen"
d965e0d811a32536,"Vincent",de,"Dialog B: Ein Treffen vereinbaren"
56ce10d5a4a78d5b,"Vincent",de,"Dialog B: Eine Reise planen"
ca774394bc9f9bbe,"Vincent",de,"Dialog B: Erklären, dass es einem nicht gut geht"
a3c159c3905a1dd3,"Vincent",de,"Dialog B: Erste Hilfe"
098c51f1b3a18f85,"Vincent",de,"Dialog B: Frühere Haustiere"
b23890bcfd40b4d3,"Vincent",de,"Dialog B: Jemanden am Flughafen finden"
43d39e00bbfa7b75,"Vincent",de,"Dialog B: Sich selbst und einen Freund beschreiben"
efa3112e46a76a8b,"Vincent",de,"Dialog B: Tägliche Essgewohnheiten"
2ad7c4e828d02357,"Vincent",de,"Dialog B: Über den Preis verhandeln"
a553b83e77b5c60f,"Vincent",de,"Dialog B: Wem gehört das?"
